client_uuid,loan_uuid,contract_date,initial_loan_amount,loan_end_date,original_loan_end_date,current_principal_outstanding,days_past_due,segment
1602,4011,2020-11-25,137506,2023-11-25,2023-11-25,38757.48,115,high risk 
427,4012,2023-11-06,239086,2027-11-06,2027-11-06,116045.74,0,Prime
369,4013,2023-06-29,134661,2027-06-29,2027-06-29,29246.14,0,STANDARD
1085,4014,2021-09-13,305254,2023-06-11,2023-03-13,75795.95,0,N/A
1605,4015,2023-12-14,420557,2028-12-14,2028-12-14,171851.42,0,Prime
119,4016,2020-04-20,158890,2021-07-19,2021-04-20,119358.3,0,Standard
1159,4017,2022-05-07,6689006,2026-05-07,2026-05-07,2749104.21,0,Prime
1044,4018,2019-07-23,525533,2020-07-23,2020-07-23,255333.51,32,Subprime
231,4019,2019-12-20,2422732,2022-12-20,2022-12-20,1151432.85,0,Prime
1457,4020,2023-07-29,1133623,2024-07-29,2024-07-29,325913.12,0,Prime
315,4021,2021-10-14,495170,2022-10-14,2022-10-14,147359.48,0,Prime
48,4022,2019-06-14,4368578,2020-12-14,2020-12-14,3118625.7,64,Subprime
1978,4023,2019-07-22,244273,2022-07-22,2022-07-22,53562.84,0,Prime
1468,4024,2023-09-10,173159,2024-09-10,2024-09-10,133277.06,0,N/A
1927,4025,2020-01-25,3491530,2024-01-25,2024-01-25,2220793.51,0,Standard
5,4026,2021-11-29,3392764,2024-02-27,2023-11-29,2363890.37,157,High Risk
1522,4027,2022-02-03,15301232,2025-02-03,2025-02-03,11473456.18,0, subprime
551,4028,2020-11-04,61058,2026-02-02,2025-11-04,46596.39,10,Unknown
747,4029,2022-11-14,191582,2025-11-14,2025-11-14,158649.74,0,Standard
963,4030,2019-07-08,2373073,2023-07-08,2023-07-08,1662819.91,0,Standard
1388,4031,2021-04-01,1983403,2024-04-01,2024-04-01,1272122,0,Unknown
162,4032,2019-01-23,497262,2020-01-23,2020-01-23,171808.18,0,Unknown
355,4033,2022-03-17,3859451,2027-03-17,2027-03-17,1052273.76,0,N/A
485,4034,2022-12-26,2015792,2028-03-25,2027-12-26,467945.78,0,prime
423,4035,2022-09-20,59123,2026-09-20,2026-09-20,30804.89,358,High Risk
1803,4036,2020-01-20,400906,2023-04-20,2023-01-20,277890.52,67,N/A
410,4037,2021-12-17,2436007,2022-12-17,2022-12-17,1988363.53,0,Standard
736,4038,2022-12-10,4179217,2026-12-10,2026-12-10,2301693.27,0,Standard
1257,4039,2022-01-03,2965225,2024-01-03,2024-01-03,1146142.71,346, subprime
322,4040,2022-12-18,3912276,2023-12-18,2023-12-18,3101004.24,278,High Risk
1341,4041,2021-05-15,11597181,2026-05-15,2026-05-15,4040579.32,0,Prime
244,4042,2021-05-01,61922,2022-05-01,2022-05-01,52440.79,0,Standard
1128,4043,2022-10-14,916019,2024-10-14,2024-10-14,669938.51,0,STANDARD
144,4044,2021-10-26,25512,2024-10-26,2024-10-26,23042.17,0,Standard
1098,4045,2021-07-03,123056,2025-07-03,2025-07-03,108488.48,0,Standard
1969,4046,2019-10-25,780485,2020-10-25,2020-10-25,532543.5,0,Standard
1541,4047,2021-11-16,1376593,2022-11-16,2022-11-16,419128.15,0,Prime
933,4048,2020-07-16,336810,2022-07-16,2022-07-16,102448.13,44,Subprime
1789,4049,2022-08-30,91204,2024-05-30,2024-03-01,31513.97,0,Prime
1258,4050,2021-06-11,603487,2022-12-11,2022-12-11,144935.25,0,prime
119,4051,2023-03-11,317203,2027-03-11,2027-03-11,80057.55,89,prime
763,4052,2020-04-10,258266,2021-04-10,2021-04-10,173462.75,0,Standard
1350,4053,2020-07-18,12812118,2023-07-18,2023-07-18,3096100.78,0,Prime
1524,4054,2019-04-28,214501,2021-04-28,2021-04-28,135881.43,0,Standard
1783,4055,2019-04-17,522000,2020-04-17,2020-04-17,273226.82,0,STANDARD
1379,4056,2020-08-21,455470,2021-08-21,2021-08-21,100687.3,0,Prime
1319,4057,2020-03-30,340911,2025-03-30,2025-03-30,160393.91,298,high risk 
1623,4058,2020-09-04,9238018,2022-09-04,2022-09-04,4697617.91,169,High Risk
761,4059,2019-08-04,61866,2021-02-04,2021-02-04,33489.02,0,Standard
1678,4060,2020-05-02,189979,2022-01-31,2021-11-02,56302.72,0,Prime
424,4061,2023-02-18,708322,2026-05-19,2026-02-18,412024.83,0,Standard
1415,4062,2020-04-16,6801701,2023-07-15,2023-04-16,6058066.26,0,Standard
1499,4063,2023-09-04,14858255,2025-09-04,2025-09-04,14306680.21,0,Standard
829,4064,2023-09-26,19075518,2024-09-26,2024-09-26,15962176.61,17,Standard
1551,4065,2019-11-06,88545,2021-11-06,2021-11-06,62595.71,0, subprime
1062,4066,2022-09-07,540772,2023-09-07,2023-09-07,111410.42,152,High Risk
1705,4067,2020-08-24,470303,2022-08-24,2022-08-24,382904.23,251, subprime
837,4068,2019-12-24,11370799,2023-12-24,2023-12-24,9121350.83,22,Standard
1495,4069,2020-05-20,324016,2022-05-20,2022-05-20,303780.04,0,prime
56,4070,2023-08-28,1632123,2028-08-28,2028-08-28,598217.16,0,Prime
664,4071,2023-03-20,216079,2026-03-20,2026-03-20,149073.77,0,Standard
252,4072,2021-01-04,2290153,2023-01-04,2023-01-04,1230874.53,0,Standard
1589,4073,2023-07-20,19201320,2026-07-20,2026-07-20,13315517.55,0,high risk 
488,4074,2023-10-11,265890,2025-04-11,2025-04-11,145075.45,0,Standard
1024,4075,2020-04-19,231271,2021-07-18,2021-04-19,87764.08,0,Prime
1319,4076,2022-12-30,388992,2024-06-30,2024-06-30,282263.07,0,Standard
965,4077,2020-07-13,415440,2022-01-13,2022-01-13,142574.57,271,Unknown
286,4078,2021-03-21,7025240,2026-03-21,2026-03-21,4714205.29,28,Standard
1302,4079,2023-02-09,288957,2024-05-09,2024-02-09,106727.75,0,Prime
106,4080,2022-02-13,200344,2024-05-13,2024-02-13,47309.43,0,Prime
992,4081,2023-05-17,15278539,2025-05-17,2025-05-17,12376051.43,0,high risk 
1594,4082,2019-01-25,417328,2020-07-25,2020-07-25,132250.09,0,Prime
714,4083,2020-01-26,357383,2025-01-26,2025-01-26,277028.37,272,N/A
1659,4084,2021-07-05,57196,2022-07-05,2022-07-05,47680.13,178, subprime
394,4085,2023-09-30,3556612,2027-09-30,2027-09-30,807518.65,0,Prime
811,4086,2021-05-28,617459,2024-05-28,2024-05-28,335373.96,0,Standard
322,4087,2021-03-10,1252625,2025-03-10,2025-03-10,658261,0,Standard
110,4088,2021-12-03,794043,2025-12-03,2025-12-03,616182.63,328,High Risk
1820,4089,2020-08-05,17322646,2022-08-05,2022-08-05,14955905.01,0,Standard
333,4090,2021-08-24,17575268,2022-08-24,2022-08-24,13349205.29,0,Standard
1120,4091,2022-05-28,104924,2027-05-28,2027-05-28,22486.7,0,Prime
614,4092,2019-11-10,756127,2021-11-10,2021-11-10,193124.91,0,Prime
1368,4093,2019-11-15,10897111,2022-11-15,2022-11-15,2497852.65,0,N/A
444,4094,2020-12-20,1582732,2024-03-19,2023-12-20,421068.82,320,
1951,4095,2019-03-08,868914,2022-03-08,2022-03-08,750216.07,0,Standard
89,4096,2020-01-14,973873,2021-10-12,2021-07-14,957374.01,0,Standard
1472,4097,2021-04-19,11528565,2026-07-18,2026-04-19,5044739.76,0,Prime
1115,4098,2019-03-29,247151,2024-03-29,2024-03-29,57274.85,0,Prime
1546,4099,2023-07-07,646545,2025-01-07,2025-01-07,507934.47,0,Standard
1587,4100,2023-07-04,11807075,2028-07-04,2028-07-04,5573099.25,154,High Risk
159,4101,2019-08-07,436910,2022-08-07,2022-08-07,310450.85,0,
1760,4102,2021-07-28,558591,2023-04-28,2023-01-28,513093.09,0,Standard
394,4103,2022-04-17,3118870,2023-10-17,2023-10-17,2882546.57,0,Standard
938,4104,2023-01-12,10972506,2025-01-12,2025-01-12,3981691.52,0, subprime
1652,4105,2019-05-05,75062,2021-05-05,2021-05-05,67325.6,0,Standard
1904,4106,2022-11-26,2329233,2027-11-26,2027-11-26,1252451.16,285,High Risk
517,4107,2021-07-23,23914,2026-10-21,2026-07-23,16250.14,0,Standard
936,4108,2019-07-16,214336,2021-01-16,2021-01-16,103431.76,0,Prime
1046,4109,2022-01-19,472259,2025-04-19,2025-01-19,132049.7,0,Prime
1065,4110,2020-05-18,53701,2021-05-18,2021-05-18,14556.45,299,High Risk
1317,4111,2022-02-11,977176,2023-11-09,2023-08-11,383633.14,0,Prime
953,4112,2020-03-05,122569,2024-06-03,2024-03-05,94928.27,0,prime
1855,4113,2022-01-23,15619117,2026-01-23,2026-01-23,8924711.38,0,Standard
423,4114,2020-12-22,38635,2021-12-22,2021-12-22,18352.99,316, subprime
532,4115,2020-09-17,5669065,2024-09-17,2024-09-17,4887833.08,0,N/A
1055,4116,2020-05-01,53959,2022-07-30,2022-05-01,24197.99,73,Subprime
504,4117,2023-03-14,264922,2024-03-14,2024-03-14,184889.59,0,Standard
597,4118,2019-08-21,16459456,2023-08-21,2023-08-21,12885602.07,0,Standard
1495,4119,2022-06-26,756372,2027-06-26,2027-06-26,311548.35,0,Prime
1529,4120,2022-10-15,261882,2026-01-13,2025-10-15,247243.47,79,Subprime
1431,4121,2021-03-30,1574394,2023-03-30,2023-03-30,1271794.45,327,STANDARD
1996,4122,2020-05-17,105075,2023-05-17,2023-05-17,71098.54,129,High Risk
1366,4123,2023-02-03,675303,2024-08-03,2024-08-03,436799.21,0,Unknown
1761,4124,2020-02-09,215710,2021-08-09,2021-08-09,79824.26,0,Prime
1130,4125,2021-11-25,254144,2022-11-25,2022-11-25,249486.87,0,prime
125,4126,2021-12-11,7981184,2023-12-11,2023-12-11,5260882.93,0,Unknown
1011,4127,2020-06-03,107440,2021-09-01,2021-06-03,101948.98,0,Standard
970,4128,2020-08-28,934056,2025-08-28,2025-08-28,228599.52,0,Prime
422,4129,2020-07-24,264990,2025-10-22,2025-07-24,259609.26,0,Standard
205,4130,2021-04-11,505838,2023-04-11,2023-04-11,468812.93,0, subprime
1847,4131,2019-03-31,3860062,2020-10-01,2020-10-01,2498707.16,0,Standard
1114,4132,2023-05-13,172883,2027-05-13,2027-05-13,146038.98,0,Standard
105,4133,2023-01-22,657381,2025-01-22,2025-01-22,198514.66,0,Prime
351,4134,2020-01-08,501653,2022-01-08,2022-01-08,191198.59,7,Unknown
441,4135,2019-10-25,83994,2020-10-25,2020-10-25,57907.92,0,Standard
1626,4136,2021-07-08,114917,2023-01-08,2023-01-08,30620.23,0,prime
1457,4137,2019-11-16,3568345,2021-05-16,2021-05-16,3524141.8,0,high risk 
889,4138,2023-05-07,902269,2024-11-07,2024-11-07,548753.43,0,Standard
1085,4139,2021-07-19,738757,2023-07-19,2023-07-19,386826.8,0,Standard
1982,4140,2023-06-10,336281,2025-06-10,2025-06-10,229461.68,0,Standard
383,4141,2022-03-23,353300,2024-03-23,2024-03-23,141804.22,0,Prime
849,4142,2022-07-15,1839206,2024-10-13,2024-07-15,1809535.86,354,High Risk
983,4143,2022-03-12,4424504,2025-03-12,2025-03-12,3468931.82,76,Subprime
1123,4144,2023-12-20,329174,2025-12-20,2025-12-20,210005,0,Standard
1280,4145,2019-09-06,11830080,2022-09-06,2022-09-06,6291676.17,0,Standard
10,4146,2019-07-27,2072723,2024-07-27,2024-07-27,1967545.38,0,Standard
1732,4147,2020-03-10,453206,2022-03-10,2022-03-10,403603.72,0,Standard
228,4148,2023-08-29,649523,2027-08-29,2027-08-29,355167.79,168,High Risk
979,4149,2020-11-20,2982529,2021-11-20,2021-11-20,2766225.73,0,N/A
545,4150,2023-06-29,9467354,2028-09-27,2028-06-29,8555552.09,0, subprime
244,4151,2020-05-12,94640,2021-05-12,2021-05-12,94088.9,0,Standard
1093,4152,2022-06-29,418455,2026-06-29,2026-06-29,225258.84,0,Standard
1865,4153,2019-09-06,51021,2021-03-06,2021-03-06,49796.04,0,Standard
1694,4154,2021-05-17,315974,2023-05-17,2023-05-17,82651.31,0,Prime
873,4155,2022-03-02,3078525,2027-05-31,2027-03-02,2012371.86,0,Standard
1323,4156,2023-04-01,3051483,2024-10-01,2024-10-01,2554387.29,0,Standard
26,4157,2021-10-29,678672,2025-10-29,2025-10-29,314184.15,0,Unknown
1112,4158,2022-07-11,952098,2025-07-11,2025-07-11,424706.97,0,Prime
1674,4159,2021-05-13,4239568,2024-05-13,2024-05-13,1508794.8,0,Prime
1919,4160,2020-07-18,5551949,2024-07-18,2024-07-18,2356789.16,0,Prime
418,4161,2022-05-13,177539,2023-11-13,2023-11-13,148778.12,83,Subprime
1251,4162,2019-01-20,1934072,2020-01-20,2020-01-20,1920356.88,0,Standard
756,4163,2021-02-24,140179,2026-02-24,2026-02-24,109804.8,0,Standard
1286,4164,2022-08-09,8777921,2025-08-09,2025-08-09,7658706.63,0,Standard
843,4165,2019-06-14,62951,2020-12-14,2020-12-14,35489.37,0,Standard
1142,4166,2021-07-26,552217,2024-07-26,2024-07-26,303084.62,0,Standard
820,4167,2023-12-21,2862401,2025-06-21,2025-06-21,585238.38,104,
859,4168,2022-05-06,12469657,2023-05-06,2023-05-06,9280166.92,356,prime
1638,4169,2023-01-01,530726,2025-01-01,2025-01-01,475661.23,0,Standard
1632,4170,2020-12-08,3297680,2022-12-08,2022-12-08,1821535.78,0,Standard
1901,4171,2023-05-25,2803741,2024-05-25,2024-05-25,1861329.75,0,Standard
507,4172,2020-01-23,8312741,2022-01-23,2022-01-23,3247538.77,0,Prime
200,4173,2021-10-06,1853065,2023-10-06,2023-10-06,672534.13,0,Prime
172,4174,2023-06-24,591890,2025-03-24,2024-12-24,490460.78,49,Subprime
1780,4175,2021-08-28,682044,2023-02-28,2023-02-28,359932.06,0,high risk 
1259,4176,2023-03-07,1548789,2025-03-07,2025-03-07,875355.41,0,Standard
1669,4177,2021-10-13,565605,2027-01-11,2026-10-13,510617.73,0,Standard
1339,4178,2021-07-03,372164,2023-07-03,2023-07-03,187138.6,216,High Risk
700,4179,2019-05-01,582870,2021-05-01,2021-05-01,534411.63,0,Standard
346,4180,2023-08-27,6874165,2024-08-27,2024-08-27,5000590.25,0,prime
868,4181,2023-01-13,461902,2027-04-13,2027-01-13,144708.16,0, subprime
72,4182,2021-06-30,16603598,2026-06-30,2026-06-30,16514010.6,0,
701,4183,2020-11-14,5921834,2023-11-14,2023-11-14,5714893.09,0,Standard
1710,4184,2023-11-03,286637,2025-02-01,2024-11-03,158794.77,0,Standard
1534,4185,2019-08-03,812625,2021-02-03,2021-02-03,752250.31,0,Standard
1215,4186,2021-08-14,485037,2022-08-14,2022-08-14,472455.63,0,Standard
356,4187,2023-05-10,208653,2026-05-10,2026-05-10,172274.53,0,Standard
263,4188,2022-11-18,858232,2023-11-18,2023-11-18,660557.9,184,high risk 
1279,4189,2021-11-22,11066730,2026-11-22,2026-11-22,4241997.85,0,prime
275,4190,2019-06-01,9730632,2021-06-01,2021-06-01,9267296.29,0,Standard
75,4191,2019-02-09,15346456,2023-02-09,2023-02-09,7519317.58,131,STANDARD
44,4192,2020-03-27,61952,2021-06-25,2021-03-27,14190.65,0,Prime
1839,4193,2019-11-28,760000,2021-11-28,2021-11-28,495987.63,165,High Risk
765,4194,2023-11-26,104133,2025-05-26,2025-05-26,64028.15,0,Standard
1600,4195,2019-07-31,10067718,2021-07-31,2021-07-31,4034847.69,0,high risk 
1214,4196,2022-10-19,16517869,2027-01-17,2026-10-19,11062739.17,0,
1957,4197,2023-06-21,3359838,2026-06-21,2026-06-21,714569.34,0,Prime
1409,4198,2019-09-11,319533,2022-09-11,2022-09-11,242983.58,0,Standard
63,4199,2020-11-10,4168271,2023-11-10,2023-11-10,2205299.04,0,Standard
284,4200,2022-07-10,91952,2025-07-10,2025-07-10,87854.38,195,High Risk
379,4201,2020-02-19,578042,2025-02-19,2025-02-19,450994.58,0,Standard
457,4202,2023-10-31,8672830,2026-01-29,2025-10-31,4983430.3,0,Standard
1370,4203,2023-06-02,257143,2028-06-02,2028-06-02,92780.99,0,Prime
871,4204,2019-11-10,186039,2021-05-10,2021-05-10,176827.82,179,High Risk
1471,4205,2022-04-09,14428573,2023-10-09,2023-10-09,8648648.78,75,Subprime
1606,4206,2021-10-21,2058650,2026-10-21,2026-10-21,1732822.72,0,high risk 
754,4207,2022-06-09,3237381,2026-06-09,2026-06-09,1137201.04,0,Prime
1098,4208,2021-07-14,62744,2026-10-12,2026-07-14,37980.59,41,prime
270,4209,2023-10-19,451181,2026-10-19,2026-10-19,447133.38,0,Standard
1128,4210,2022-06-15,783228,2027-06-15,2027-06-15,174779.55,0,Prime
909,4211,2022-11-12,1098906,2023-11-12,2023-11-12,841799.22,0,Standard
1389,4212,2022-02-16,727518,2024-02-16,2024-02-16,461819.54,0,prime
1288,4213,2019-05-28,176549,2024-05-28,2024-05-28,163670.85,12,Standard
1473,4214,2023-11-05,1787177,2027-02-03,2026-11-05,1414981.78,0,
1390,4215,2023-10-24,781164,2028-10-24,2028-10-24,696741.79,46,Subprime
952,4216,2020-01-23,190831,2021-07-23,2021-07-23,142923.42,0,Standard
130,4217,2023-07-22,392829,2025-10-20,2025-07-22,83543.24,0,Prime
917,4218,2019-07-17,7991044,2024-07-17,2024-07-17,4573210.5,3,
1544,4219,2022-01-19,671540,2025-01-19,2025-01-19,274420.46,0,Prime
1127,4220,2021-01-28,240522,2025-01-28,2025-01-28,113946.05,162,prime
27,4221,2019-10-12,313780,2022-10-12,2022-10-12,268824.36,0,prime
1719,4222,2020-01-19,4832015,2021-01-19,2021-01-19,2103557.7,159,Unknown
1509,4223,2021-02-18,1988576,2025-02-18,2025-02-18,1557949.89,175,High Risk
223,4224,2021-01-08,782280,2022-07-08,2022-07-08,443201.5,198,High Risk
1648,4225,2019-01-02,2757966,2020-01-02,2020-01-02,2248503.99,0,Standard
1682,4226,2023-11-06,649060,2025-05-06,2025-05-06,423343.26,0,Standard
1470,4227,2020-12-22,58083,2021-12-22,2021-12-22,33720.7,236,
1504,4228,2019-03-17,7117326,2022-03-17,2022-03-17,2045974.21,0,Prime
1643,4229,2019-11-01,656338,2021-05-01,2021-05-01,237145.47,0,Prime
1486,4230,2022-01-31,195499,2023-01-31,2023-01-31,92820.75,0,prime
1950,4231,2023-10-19,751554,2025-01-17,2024-10-19,729623.62,0,STANDARD
867,4232,2020-08-26,284687,2021-08-26,2021-08-26,123005.49,0,Prime
767,4233,2023-09-20,133530,2024-09-20,2024-09-20,87268.36,0,Standard
1236,4234,2019-11-09,1632564,2024-11-09,2024-11-09,431812.7,0,Prime
1452,4235,2019-05-19,12095107,2022-05-19,2022-05-19,6157263.21,0,Standard
1343,4236,2019-10-21,4694962,2021-10-21,2021-10-21,1758668.13,0,Prime
1183,4237,2021-01-21,823108,2022-10-19,2022-07-21,657558.82,0,Standard
1469,4238,2023-07-12,14266070,2026-10-10,2026-07-12,7631782.62,0,high risk 
1250,4239,2019-10-03,19951187,2020-10-03,2020-10-03,14573436.29,26,Standard
745,4240,2019-09-25,2350217,2023-09-25,2023-09-25,1872409.21,149,High Risk
1641,4241,2020-03-28,568141,2022-03-28,2022-03-28,371621.08,0,
1388,4242,2020-10-01,1173934,2022-10-01,2022-10-01,534368.14,299,High Risk
79,4243,2023-08-15,449607,2025-08-15,2025-08-15,105797.19,0,Prime
1862,4244,2020-08-06,132290,2023-08-06,2023-08-06,49169.12,0,STANDARD
1588,4245,2023-03-01,271147,2024-05-30,2024-03-01,218965.35,0,Standard
1266,4246,2022-08-19,16344351,2024-08-19,2024-08-19,15520857.03,249,High Risk
95,4247,2020-09-22,3353868,2025-09-22,2025-09-22,977498.95,254,High Risk
1261,4248,2023-04-08,69483,2025-01-06,2024-10-08,33127.04,0,Prime
1064,4249,2023-01-15,1331292,2028-01-15,2028-01-15,1126566.25,0,Standard
850,4250,2019-09-23,80496,2020-09-23,2020-09-23,39018.48,0,Prime
929,4251,2020-09-20,671860,2023-12-19,2023-09-20,376009.15,0,Standard
181,4252,2022-07-29,17883896,2025-07-29,2025-07-29,15465649.73,115,N/A
141,4253,2021-04-20,3606817,2024-04-20,2024-04-20,3235265.09,0, subprime
1146,4254,2020-10-22,61870,2026-01-20,2025-10-22,32481.32,0,Standard
1189,4255,2023-07-18,534020,2024-07-18,2024-07-18,166149.75,0,Prime
154,4256,2019-10-20,300016,2024-10-20,2024-10-20,179209.47,85,Subprime
794,4257,2021-06-16,15409200,2025-06-16,2025-06-16,8002118.17,0,Standard
1684,4258,2019-06-03,268512,2021-06-03,2021-06-03,116008.77,0,Prime
1917,4259,2020-10-28,1021533,2022-04-28,2022-04-28,871112.66,0,Standard
1951,4260,2022-05-06,582139,2027-05-06,2027-05-06,401644.31,0,Standard
150,4261,2020-04-28,2256977,2022-04-28,2022-04-28,1930992.96,0,Standard
409,4262,2021-08-21,303906,2022-08-21,2022-08-21,144057.78,0,Prime
317,4263,2020-09-12,4468805,2024-12-11,2024-09-12,920597.94,170,High Risk
746,4264,2019-08-30,14021806,2021-08-30,2021-08-30,5924294.55,0,Prime
1182,4265,2021-04-12,397538,2022-10-12,2022-10-12,292857.53,0,Standard
1231,4266,2020-09-27,67048,2021-09-27,2021-09-27,38874.62,0,prime
1842,4267,2019-07-18,548094,2020-07-18,2020-07-18,178060.26,36,Subprime
1471,4268,2019-04-16,9501538,2024-04-16,2024-04-16,8094710.28,97, subprime
1271,4269,2020-09-16,216526,2025-09-16,2025-09-16,52475.52,111,prime
172,4270,2021-04-20,714309,2025-07-19,2025-04-20,236277.89,150,High Risk
466,4271,2019-03-25,5213650,2024-03-25,2024-03-25,2241642.52,157,N/A
1053,4272,2019-07-21,111369,2022-07-21,2022-07-21,44969.4,0,prime
1577,4273,2022-09-03,3632885,2023-09-03,2023-09-03,2527952.67,84,Subprime
1387,4274,2023-03-27,270985,2026-03-27,2026-03-27,60601.53,0,Prime
526,4275,2019-12-01,1613337,2021-06-01,2021-06-01,1553275.78,0,Standard
62,4276,2022-06-12,4806013,2027-06-12,2027-06-12,3063556.62,326,High Risk
1386,4277,2021-03-04,2992578,2025-03-04,2025-03-04,2560363.89,0,Standard
1120,4278,2019-08-11,51820,2021-02-11,2021-02-11,29543,0,STANDARD
1633,4279,2021-04-05,155548,2023-04-05,2023-04-05,33081.44,0,Prime
1756,4280,2022-11-29,4360867,2024-05-29,2024-05-29,1885772.99,336,High Risk
1314,4281,2021-09-14,2335077,2025-09-14,2025-09-14,840053.73,0,Prime
1158,4282,2021-11-10,15692141,2024-11-10,2024-11-10,12617812.93,0,Standard
1748,4283,2021-08-01,50093,2024-08-01,2024-08-01,22444.82,0,Unknown
642,4284,2020-06-24,2375601,2023-06-24,2023-06-24,918017.82,0,Prime
25,4285,2021-05-14,3104560,2024-05-14,2024-05-14,818098.29,210,High Risk
1366,4286,2020-08-18,228825,2021-08-18,2021-08-18,173467.06,61,Subprime
1719,4287,2022-07-20,4069383,2027-07-20,2027-07-20,2210659.23,193,High Risk
1646,4288,2023-11-23,96439,2025-11-23,2025-11-23,77117.5,0,Standard
1164,4289,2019-08-28,965960,2022-08-28,2022-08-28,556377.49,0,Standard
1565,4290,2020-07-13,81694,2022-01-13,2022-01-13,44419.71,0,Standard
1505,4291,2022-09-06,584314,2023-09-06,2023-09-06,316593.15,0,Standard
1402,4292,2019-10-14,119316,2022-10-14,2022-10-14,72690.29,0,Standard
1971,4293,2021-01-11,1032151,2022-07-11,2022-07-11,374836.38,0,Prime
218,4294,2022-12-18,386196,2025-12-18,2025-12-18,206535.84,0,STANDARD
348,4295,2020-11-09,304849,2024-11-09,2024-11-09,89002.94,0,high risk 
945,4296,2019-07-13,3694950,2021-07-13,2021-07-13,1111881.77,0,Prime
572,4297,2020-05-18,7726435,2024-05-18,2024-05-18,3817808.14,0,Prime
537,4298,2023-04-12,395666,2028-07-11,2028-04-12,127882.49,0,Prime
841,4299,2019-05-18,132323,2022-05-18,2022-05-18,119565.66,0,Standard
303,4300,2023-06-01,111399,2028-06-01,2028-06-01,103152.93,0,Standard
987,4301,2022-05-27,12611332,2024-05-27,2024-05-27,11016296.94,0,
1123,4302,2023-10-09,476721,2026-10-09,2026-10-09,113813.65,56,Subprime
612,4303,2020-09-30,560546,2024-12-29,2024-09-30,423574.16,255,High Risk
1475,4304,2020-02-01,150870,2021-08-01,2021-08-01,96198.94,336,High Risk
524,4305,2021-12-27,11929486,2026-12-27,2026-12-27,5766653.32,0,Prime
515,4306,2023-09-18,4334734,2028-09-18,2028-09-18,1854840.29,0,STANDARD
802,4307,2021-10-26,11275467,2023-10-26,2023-10-26,7607331.69,0,Standard
1544,4308,2019-07-17,234242,2020-07-17,2020-07-17,216251.69,0,high risk 
1397,4309,2023-08-27,249075,2028-08-27,2028-08-27,69609.96,0,Unknown
612,4310,2020-11-22,697680,2021-11-22,2021-11-22,596109.67,19,Standard
1817,4311,2021-06-09,186434,2022-09-07,2022-06-09,63790.18,120,N/A
1422,4312,2022-12-01,2561535,2024-02-29,2023-12-01,2539350.63,361,High Risk
538,4313,2020-07-07,147456,2025-07-07,2025-07-07,116710.09,0,Standard
1529,4314,2022-02-11,317005,2025-02-11,2025-02-11,287683.54,0,Standard
