client_uuid,loan_uuid,loan_type,contract_date,initial_loan_amount,loan_end_date,original_loan_end_date,current_principal_outstanding,days_past_due
TFXVFXV,U89OM9N,Equipment Financing,2022-01-29,378623414,2024/04-09,2024/01-19,46819.75,2
AV2R97M,RKOASUH,Term Loan,2022-03/14,135113746,2023/03-09,2023-03-09,6934.48,7
8X9SNKF,5LAFCQC,Business Line of Credit,2022-03/23,311344160,2025-03-07,2025-03-07,26660.02,17
SU1B43V,TIJJBGV,Trade Financing,2022-02-08,123252897,2022/09-15,2023-02-03,9737.76,6
8PIV0LE,QMQR31L,Business Line of Credit,2022-02/15,319500101,2023-05/24,2022/08/14,46877.63,20
3APYW67,O10PP60,Term Loan,2022/01/05,300660184,2023/06/29,2023-06/29,31231.74,80
AVYQ6QE,66ITMM9,Trade Financing,2022-03-31,205173340,2025/03/15,2025/03/15,23715.58,25
7KOUYCX,3V0K9ZI,Working Capital,2022/02/17,166582218,2023/09-26,2023/08/11,20945.68,5
D2VST5J,PWMIEWF,Equipment Financing,2022/03/15,239485229,2025/02/27,2025-02/27,8787.51,6
0H48S4T,QRQ6J2L,Term Loan,2022-03/07,149295971,2024-11/16,2025-02-19,19764.68,13
XOL50A5,XUV27IZ,Term Loan,2022/03/24,285081149,2022-09/20,2022/09-20,38347.66,1
K02LMK4,XH1S0OY,Business Line of Credit,2022-01/07,355637885,2024-02/13,2023-12-28,54731.99,39
L4KDR24,TNLUBSP,Trade Financing,2022/02/27,410494412,2023-12-22,2023/02/22,41587.59,0
4BK3WP0,BS66UPV,Term Loan,2022-03/25,242302917,2024/03/14,2024-03/14,10922.3,20
L377IEX,GCHXPVK,Working Capital,2022/01-12,572818145,2024-01-02,2024-01-02,416205.42,475
YDSW1AK,JUI1JOV,Working Capital,2022-03/04,317920702,2026/02/11,2026-02-11,36495.37,3
1QEES74,7SBC5H8,Working Capital,2022/03/26,339980004,2023/09-17,2023/09/17,39280.7,2
Z4EAO2Y,YS6KQIW,Trade Financing,2022-03/06,402906158,2024-01/21,2023/08-28,19796.47,6
J0RM1TR,1KQN2OE,Business Line of Credit,2022-03/02,381551486,2022/04-13,2022-08/29,13596.5,12
NOS4LTU,BF4VT8I,Business Line of Credit,2022/01/17,254103179,2022/03/08,2022-07/16,14637.03,4
ERBSQSC,1EZ9VEY,Term Loan,2022-01-09,118997732,2025-12/01,2024-12-24,33724.13,34
6FQWYS2,63Y2ZUQ,Term Loan,2022/01-21,410041258,2025/01/05,2025/01/05,14099.53,13
OZ207UL,EV8J908,Working Capital,2022-03/16,241479604,2022-09-12,2022/09-12,17177.33,0
L8OYN29,E2YZFSK,Trade Financing,2022/02/22,205049677,2024/02/02,2023-08/16,12726.84,3
62TW248,XS8D0HB,Working Capital,2022-01-25,218556321,2025-02/15,2025/01/09,21553.03,20
4K3OO52,OQNGSK9,Equipment Financing,2022-02-19,424261661,2025-04-24,2025/02/03,34066.36,15
CRU3WIC,ETEUIEL,Term Loan,2022/02/01,181040817,2023-11-01,2023-07/26,25528.28,5
QQ6TNV0,82LFGYE,Trade Financing,2022-01-01,208847539,2026/07-25,2025/12/11,37925.06,36
UMYZT6N,7PBWUN6,Trade Financing,2022/01-09,301857805,2023/12-30,2023-12-30,6678.55,1
V0ERH8Q,JXOAVOD,Working Capital,2022/01-01,296552750,2023/07/12,2022-12/27,39959.16,19
I6YNI0S,NL7LS0L,Working Capital,2022-01-03,259693737,2025-08/16,2025/12-13,20850.93,7
UMH3H0W,3S62EQI,Working Capital,2022/02-02,127111346,2022/10-19,2023-01-28,17745.9,4
GIVIPUI,AR35OLV,Working Capital,2022-01/05,194644565,2023/12-26,2023/12-26,26242.16,21
NJXNHSE,0G0CJF1,Trade Financing,2022-03-22,386910488,2025-03-06,2025/03-06,63946.83,79
DGD1JQZ,TMMO5F2,Term Loan,2022/03-06,355857822,2023-08-28,2023/08/28,60892.56,74
FV4PH9C,XQOXSRC,Term Loan,2022/03-31,362255094,2023/03/26,2023/03/26,42594.77,2
8V34BSW,1Q5G2EG,Trade Financing,2022/01/11,105842988,2023-10/02,2023-07-05,8404.18,6
DLZFJ0W,HA62ARU,Trade Financing,2022-02/15,473022190,2024-08-07,2024/02-05,184689.81,377
94PPT1J,CVWWQ78,Working Capital,2022/02/03,395752800,2024-01-24,2024-01/24,9183.43,3
DQ14HZ4,7YV3LC4,Term Loan,2022/03-18,169082034,2023-12/04,2023-09/09,18783.36,70
OLN5Y7R,QXIXJP0,Equipment Financing,2022/03-03,144385143,2023-09-30,2023-08-25,10415.1,9
25DERHW,7G6BO7I,Trade Financing,2022-02-01,188594213,2025/02-25,2025/01/16,22904.01,24
TXELBOT,W4UC2K3,Business Line of Credit,2022-03/25,258794069,2023/09/16,2023/09-16,17470.66,1
7W8RD42,8WT4WX9,Working Capital,2022/02-12,214323564,2022/11/22,2022/08-11,7872.05,14
UUTTZYI,5GRW7WP,Business Line of Credit,2022/03-04,198897241,2025/06/07,2025/02/16,25002.21,7
BPYOEI1,8W1QVSY,Equipment Financing,2022-03/31,248956644,2024/03-20,2024-03/20,70553.5,56
Z6KTM76,06Z8A39,Term Loan,2022/01/18,485318763,2023/01/13,2023-01-13,334811.01,94
DGD1JQZ,NRPDMYL,Working Capital,2022/03/02,367966826,2023/08-24,2023-08-24,31527.16,0
EI01I9I,Z67XTLG,Business Line of Credit,2022-02/27,165846880,2023-05-31,2023-08-21,21229.96,4
9Y06CW6,VQ3MX0Q,Term Loan,2022-01-20,472891887,2025-02/06,2025-01-04,212301.2,95
AF207MR,VJ9GV6Y,Trade Financing,2022-01/03,114979933,2024-11-22,2024-12-18,10617.02,12
2U4VRBV,EHSK5E2,Trade Financing,2022-02/24,247936633,2023-02/19,2023-02-19,25086.12,5
J8Q5I4O,LKOEKJJ,Term Loan,2022-03/23,107155972,2023-09-14,2023-09/14,8754.07,28
Z4MC251,AVEWS44,Working Capital,2022-03/17,106768385,2025-03/01,2025-03/01,10047.55,3
BAQYENJ,6L7FLL6,Business Line of Credit,2022/02-17,483873816,2024/07/24,2024/02/07,164072.79,191
W5BF4YP,EEZ26E5,Working Capital,2022/02/14,342024177,2026-05-23,2026/01-24,173412.99,72
XDKLXA1,6JJJGP3,Term Loan,2022/02/23,122665291,2024/02/13,2024-02/13,7260.1,2
1JI7MKK,HZJQP1J,Trade Financing,2022-01-08,164733084,2023-12/29,2023/12-29,21047.72,2
S2QIECI,QCZV05M,Term Loan,2022-01-29,280972055,2025/01/13,2025-01-13,38559.09,14
M7Y0XXJ,GMHHD7U,Term Loan,2022-02/17,237095796,2023/07/11,2022-08-16,11846.91,1
2ECFP8R,IYOJHJ6,Equipment Financing,2022/01/01,180101311,2023-12/22,2023-12-22,25461.91,2
B708HGM,YB2DEWV,Working Capital,2022-01-06,425249305,2024-12-21,2024-12-21,17062.02,0
SZQ0XNC,YXR1VWC,Equipment Financing,2022/03-11,132589861,2024/06/24,2023-09-02,9588.43,2
SAVZIDE,2WJK62Z,Term Loan,2022-01-21,190731340,2023-11-04,2024-01/11,22089.62,1
F2KJ0RD,4VUMSB5,Equipment Financing,2022-01/25,285417279,2025/01/09,2025/01-09,23936.83,0
I6YNI0S,LT5H5OP,Working Capital,2022/02/12,137359597,2024/02/02,2024-02/02,16743.76,10
QMOH5GM,JI8QXBG,Trade Financing,2022-01/26,169676280,2025/01/10,2025/01/10,21916.52,15
AYZKWBS,2XGZFIV,Trade Financing,2022/03-21,319796394,2023/11/03,2023-09-12,20174.5,27
7UGAAR5,NFUDXNM,Term Loan,2022-03/25,325850896,2023-03/20,2023-03-20,17957.12,14
X9ZCFT4,CGI8KCU,Working Capital,2022-02/08,255917454,2025-01/23,2025-01-23,8164.28,8
86MD308,P9NN5S3,Working Capital,2022-01-23,524903339,2025-01-07,2025/01/07,270337.27,110
7Z4XV00,JADIWWD,Working Capital,2022/02-07,212935054,2023-08/01,2023-08/01,11585.15,18
5LKJ8DB,CF0ZTZN,Trade Financing,2022/01/08,336890922,2023-09/10,2023/07/02,48917.92,2
7JHY0J9,VVMC8OD,Working Capital,2022-02/07,336499184,2023-10-07,2023-08/01,7735.56,25
OCUX5DT,VT83G4O,Equipment Financing,2022-03-23,417735746,2025/03-09,2024/03/12,11678.84,17
6PYETS9,1I4D8FP,Equipment Financing,2022-02/28,425260924,2025-02/12,2025-02/12,11556.82,11
OVFDWS4,595G5IY,Working Capital,2022-02/22,335802854,2022/08/21,2022/08-21,43121.13,0
B8SU3UP,N1W5A4D,Trade Financing,2022-02/21,242693824,2022-08/20,2022-08/20,25285.71,51
SHHRVGT,4CRR342,Business Line of Credit,2022/02/11,125387535,2023-08-05,2023-08/05,21687.62,34
OBVXYLN,LQB7C89,Equipment Financing,2022-03/07,411863834,2024/10/04,2024-02-25,100600.26,50
9TWW9VW,7LYZDLN,Trade Financing,2022-03/20,327509971,2024/03/09,2024-03-09,34689.77,28
7H9U1FT,G1AWBMW,Term Loan,2022-01-20,489836193,2023-07-14,2023/07-14,426177.48,386
QEN91L6,42XPPQN,Business Line of Credit,2022-02-02,283810492,2023-07/27,2023-07-27,35103.09,43
JA16OQJ,T627NXV,Term Loan,2022-01/13,191807788,2023/10-01,2023-07/07,24968.83,1
LNMJ61U,5OO2B6Z,Business Line of Credit,2022/03-02,248730897,2023/04-11,2023-02-25,16319.71,2
99LCRG4,G3IRXC9,Term Loan,2022/03/03,288198450,2024-02-21,2024/02/21,10652.68,9
6SI18JA,8BIQ80C,Term Loan,2022-02/07,99293834,2023/12/14,2024-01-28,21430.01,67
28LGXYS,HW0RNV1,Trade Financing,2022/03/30,464070324,2023-03-25,2023-03-25,288732.15,176
FHSTB0G,FXTV8M8,Equipment Financing,2022-01/13,193525789,2023/07/07,2023/07/07,9723.21,4
ELQNZ35,DC6P120,Business Line of Credit,2022-03/23,228592105,2025-02-12,2024-03-12,23392.45,14
VFOR872,N4L7HGA,Term Loan,2022-01-20,97366685,2023-01-15,2023-01/15,2042.85,1
XMAEMH3,MGJBXF0,Term Loan,2022/02-14,328488485,2024-02-04,2024/02-04,10151.05,16
SKNYLGC,172PVVP,Equipment Financing,2022/01-13,452788782,2022-09/19,2022-07/12,290790.5,126
9HUKTZY,WPR32K0,Trade Financing,2022-03-17,396047433,2023-09/08,2023-09-08,31788.86,27
EVQKV9C,0R0ZHDG,Business Line of Credit,2022-03/24,340130226,2023-09-15,2023-09/15,242597.8,143
2U8F0WI,2YQ8U5D,Trade Financing,2022/02/03,161732806,2023-01/29,2023/01-29,8356.56,2
PFY978P,VNDA69D,Working Capital,2022/01/21,137596133,2023-01-16,2023-01/16,20545.94,45
7VZTAIV,V69AWJC,Term Loan,2022/03/26,386214158,2024/03/15,2024-03-15,13759.25,0
CE14JEO,JDRF7W6,Equipment Financing,2022-03-12,372085049,2025/06/14,2025-02/24,12037.96,13
IORJIPE,RYVG31Q,Trade Financing,2022/02/15,329100159,2023-11/18,2023-08-09,5327.26,19
TYK02EW,5ES8V6M,Equipment Financing,2022/01/18,301841206,2024-01-08,2024-01-08,26659.3,0
JWSG3RF,H7Q7W1H,Trade Financing,2022-02/26,345941552,2024/02-16,2024/02-16,60749.46,87
IYPZRJV,G1BOF6T,Business Line of Credit,2022/03-22,174201180,2022/09/18,2022/09/18,22842.18,41
U1CNB2R,T6SMZIO,Working Capital,2022/03/01,409623792,2023-07-12,2023-02/24,71245.8,74
RAJ4GH7,TSJHXX2,Term Loan,2022-02-26,269710432,2023/08-20,2023-08-20,35814.56,13
73D75UX,EL56E5E,Equipment Financing,2022-02-04,103455215,2023/01/30,2023-01-30,6664.63,4
BTTLQRX,P0MPH7P,Working Capital,2022/02/08,339931867,2025-10/14,2026-01-18,89600.21,62
649BTZV,HJPQ702,Business Line of Credit,2022/01/15,135632466,2025/12/25,2025/12/25,31914.37,77
MZRJWJI,O5VNKA5,Equipment Financing,2022-03-13,165838580,2023-10/04,2024-03-02,24597.35,4
8ZTUNB2,O77NVVO,Equipment Financing,2022/01/11,186037960,2025-11-21,2024-12-26,26448.99,0
D481LMK,RJFJUE4,Business Line of Credit,2022/01/26,279907226,2025-03-03,2025-01-10,14834.71,3
9GCYVBK,BQWXCCT,Trade Financing,2022-02/07,404153577,2023/02/02,2023-02/02,282843.75,47
AOFOG0J,YQGRNZZ,Business Line of Credit,2022-03/09,228189578,2023-08-31,2023-08/31,62989.51,70
YQ6LQYQ,J1DDDNF,Business Line of Credit,2022-03-25,198774408,2024/05/03,2024/03/14,6929.27,19
FAZWAUS,S1OJPZF,Business Line of Credit,2022-02/11,226801067,2022/08-10,2022-08-10,25577.14,16
KEGTFLO,4DIDSVO,Equipment Financing,2022-03/02,226015103,2023-06/14,2023-08-24,21919.08,28
UZUYAFW,D85FX8D,Equipment Financing,2022-01/02,123267837,2024/12/17,2024-12-17,3787.01,6
A095O4F,J39ANNB,Equipment Financing,2022/02/15,270705545,2023-08-09,2023/08/09,35015.06,81
TR66LNT,0FESOKU,Trade Financing,2022-02/20,205286214,2025-12-19,2025/02/04,10698.43,6
IAFQIKR,HZ1UE7N,Term Loan,2022/03/21,327465153,2023/09/12,2023/09/12,23920.2,4
TY35GUU,V5E9KB5,Business Line of Credit,2022-01-29,338291881,2023/10-09,2023-07-23,28094.03,0
CB84SVS,CTSP1CT,Trade Financing,2022-01-29,424945542,2024-05/13,2024-01-19,48500.86,50
EEYZS39,KN5A9BG,Working Capital,2022/03-06,269567680,2024-02/24,2024/02-24,34087.64,7
GI6VM34,L5VXI7I,Equipment Financing,2022/01-14,122656992,2023-01/09,2023/01-09,14949.28,7
1YF35VN,BJDRPEC,Business Line of Credit,2022/01/22,235297289,2023/07/16,2023/07-16,14073.68,3
IXLMWM3,57XL4TD,Business Line of Credit,2022-01-03,303425585,2023-06-27,2023/06/27,18952.04,8
ILFTTHI,R0GSWAP,Trade Financing,2022/01/11,104808037,2022/07-10,2022/07-10,12877.58,19
KFFCTTN,O8EVK2G,Trade Financing,2022-01-21,412805830,2023/07/15,2023/07-15,45253.83,1
83R8GVI,TRBGXC5,Trade Financing,2022-01/03,150433006,2023-03/07,2022-12-29,14050.57,11
Y3QUBPV,JXS27IM,Trade Financing,2022/02-14,366950135,2024/05/12,2024/02-04,21468.7,8
EI63Q8P,1ZLZRJJ,Term Loan,2022-01/22,240288622,2023-01-17,2023/01-17,7335.31,4
FT0B4H2,ZCKQPDF,Business Line of Credit,2022/01/22,426313304,2024-04/25,2024/01/12,288175.69,234
APH1XDW,LLO9DH8,Working Capital,2022/02/26,308528961,2023-08-20,2023-08/20,36868.55,0
GI2IQG1,OTJLWBQ,Term Loan,2022/02/04,347788196,2023-01-30,2023/01/30,15307.49,2
HIMNOEM,MFQ355E,Working Capital,2022/03/16,489073467,2022-09/12,2022-09/12,426548.23,313
F555AKL,5RAXHDU,Equipment Financing,2022/01-10,114878679,2023/06/05,2023/01/05,10056.1,3
1DAIGFD,451E887,Equipment Financing,2022-03-26,292732479,2024-08/10,2024-03-15,22972.13,4
X0CLGTO,XLEHBF0,Working Capital,2022-03-19,475121139,2023-03-14,2023-03/14,180229.16,479
VILNM9I,HXX3Z3O,Equipment Financing,2022/02-05,315867400,2023-07-30,2023/07-30,148315.76,376
IMVPHXL,MBUWWGW,Trade Financing,2022-02/01,287402525,2022/07/31,2022-07-31,9870.11,4
YMRUA9H,7AYZLFL,Term Loan,2022-03/24,307030897,2024/03-13,2024-03/13,35326.85,2
DQ14HZ4,ASMUUO9,Trade Financing,2022/03/11,184402124,2026-01/16,2025/02-23,12545.53,10
N2AD56Z,5961FKT,Term Loan,2022/03/24,412185025,2023-09-15,2023/09-15,61267.07,7
G2TH942,D2RDLU5,Equipment Financing,2022/02-28,383778248,2025/02/12,2025-02/12,27852.83,11
PFIBBWG,YSSR2PB,Business Line of Credit,2022-03-20,414761197,2024/03-09,2024/03/09,11556.68,7
MKKXCU1,FYP3JKV,Business Line of Credit,2022/01-02,417224496,2022-12/28,2022/12/28,144245.4,31
8BUCGA8,CY5W5CA,Working Capital,2022-03/31,271196047,2023/05/21,2023/09-22,26317.0,3
OMRXDI2,SUCAD97,Business Line of Credit,2022/03-18,140504286,2027/02/20,2027-02-20,37502.76,66
QXHNPRX,2F4A6A3,Equipment Financing,2022-02-17,421600834,2023-08-11,2023/08-11,23011.1,1
5SC1FQE,T1U04YT,Business Line of Credit,2022/02/08,366560057,2023-07/04,2023-02/03,37810.2,2
0YKV83D,8D8JVV7,Working Capital,2022-03/13,570696787,2024/03-02,2024/03-02,353403.95,120
BPTGAVJ,YXSR9RD,Trade Financing,2022-03-04,165245994,2025-02-16,2025-02-16,10718.39,3
HK2896Z,6H0OHJS,Trade Financing,2022/03/25,253790287,2024/03/14,2024/03/14,15400.32,12
JPVC87R,NJALUCP,Equipment Financing,2022-02/03,191795339,2023-07-28,2023-07/28,6505.72,4
2QUB9TS,M6QZLQ1,Business Line of Credit,2022/01/01,211129078,2024-06-18,2023/12/22,9329.78,4
WDED36M,WURFVLW,Working Capital,2022/02-01,480957364,2022/09/06,2022/07-31,148068.0,152
PDL6VR6,45RBN39,Business Line of Credit,2022/02/06,148803809,2023-07/31,2023/07-31,12298.05,1
MX0O0A8,3K229XG,Equipment Financing,2022-01/05,202886822,2023-12-26,2023/12/26,18660.73,4
3HQ15ID,4UD2YZV,Term Loan,2022/02-09,131552420,2025-01/24,2025/01/24,7111.02,3
9X8L472,HYAJPMV,Term Loan,2022/03/02,381917494,2023/02/25,2023-02-25,53305.53,0
XQ5K7XE,81NQZDR,Equipment Financing,2022-01/23,201819503,2022-07-22,2022-07/22,10750.99,0
HML89BO,K3VL3C6,Business Line of Credit,2022/01-05,302232943,2026/12-10,2026-12-10,45232.26,2
NH8E68K,6K20U1I,Trade Financing,2022-01/03,306336227,2023/08/01,2023-06/27,43093.59,6
6LOQ2CK,QWCX5KG,Trade Financing,2022/03/22,156750603,2026/03-01,2026-03/01,11448.81,4
0GQBAR4,WCO7MIU,Working Capital,2022-01/16,286201584,2024-01/06,2024/01/06,57518.51,85
WCEOE7W,QL99KC0,Equipment Financing,2022-01-22,265049420,2024-04/06,2024-01/12,29973.48,7
5JL8RWL,XAH7CX6,Working Capital,2022/02/04,585356235,2025/01/19,2025-01-19,286719.58,276
24E09QI,WH5DO6M,Business Line of Credit,2022-01/12,280499812,2022/12-20,2022/07-11,40158.86,35
JZPD697,NHZC485,Term Loan,2022/03/03,212611373,2024/05-15,2023-08-25,22823.38,3
FFAPKV7,TRESU5R,Trade Financing,2022/03/26,174758078,2024/03/15,2024/03-15,11131.55,7
ES11G90,BDV0AAP,Term Loan,2022-01-05,161136901,2023/10/07,2023/06/29,21086.24,53
V4YN70B,D85JEBD,Term Loan,2022/03/24,180456530,2022/12/27,2023-03/19,6055.84,22
BRQF1S1,SDC3MKC,Term Loan,2022-01-12,137714816,2023-07/06,2023-07/06,31294.59,42
7L9APFM,I1KGNZX,Business Line of Credit,2022-01-15,226347914,2023/01-10,2023-01/10,6142.73,18
YS5RO2H,1MW081Y,Equipment Financing,2022/01-17,367782577,2025-01-01,2025/01/01,46583.91,2
WYWDCPG,Z09PF01,Working Capital,2022-01/14,425155520,2023/01-09,2023/01/09,113644.19,56
ADYYW0J,6CAMPN4,Trade Financing,2022-03-23,261977766,2023/03-18,2023/03-18,16130.68,22
F0T1TLU,3I0V7OU,Equipment Financing,2022/03/29,303968373,2023/09/20,2023/09/20,20527.26,10
Z7VXAKO,XOMK8GC,Working Capital,2022-03/04,151545142,2024-05-28,2024-02/22,16012.13,13
MFQTO4C,5K7F2AV,Business Line of Credit,2022/03/07,361059963,2025-02/19,2025/02/19,34390.84,9
64LD5E8,SR0JD9F,Trade Financing,2022/01/31,195095229,2023/07/25,2023/07-25,19513.73,18
9Y7FK21,Z1BM1QP,Trade Financing,2022/01-02,224141070,2023-12-23,2023/12-23,6111.1,21
DA1OK9S,RVM3RXD,Term Loan,2022-01/18,191453399,2024-01-08,2024/01-08,7453.28,24
LLBWKMR,F9FY4RR,Trade Financing,2022-03-06,424021805,2024-02-24,2024-02/24,54267.19,1
L27YTIB,Z5WZC0O,Term Loan,2022/01-21,210079188,2024-03/31,2024/01-11,4950.43,8
1E94NYD,0C3RE5Q,Term Loan,2022/02-13,286721964,2023/07-22,2022-08-12,7651.69,14
XRKA5PN,ARHY5L0,Trade Financing,2022-01/09,231208944,2022/07-08,2022-07/08,21920.23,21
J7F11ML,A1J7FF7,Business Line of Credit,2022/03/28,129209465,2022/09/24,2022/09/24,18167.25,23
YTSK2AQ,L281I31,Equipment Financing,2022-03-12,234393471,2024-01-27,2023/03/07,55123.78,71
Y641ARZ,NBU7JKO,Business Line of Credit,2022-02/08,308683333,2023-02/03,2023/02-03,62373.53,76
S267CWA,V6LQA2N,Trade Financing,2022/02-06,365151628,2024/04/28,2024/01-27,40049.7,1
I5KXGH6,MDN2SZ2,Trade Financing,2022-03-11,136333776,2023/03/06,2023-03-06,18928.1,60
4NP2SU6,AD5JF37,Term Loan,2022-02-06,238980618,2024-06/06,2024-01-27,24276.04,6
WSUSSGA,IYUBOKS,Equipment Financing,2022/03-31,167422129,2023-03-26,2023/03-26,15279.85,0
H0Z2IRG,AG26U8Y,Working Capital,2022/01/05,297439139,2022/12/31,2022/12-31,44315.27,29
REU71C9,GU66T4T,Business Line of Credit,2022/02-06,197036488,2023/10-08,2023-02-01,9718.92,10
5N2EA4F,Y4Y3ENQ,Working Capital,2022/01/01,573547673,2022-12-27,2022/12/27,472555.73,236
QQ6TNV0,WTT45JZ,Working Capital,2022-03-19,318060134,2023-09-10,2023/09/10,40215.65,10
CDLSJAQ,RPN4SBF,Equipment Financing,2022/03/24,299939785,2023-05-01,2023-03-19,259172.95,62
QNSINAQ,UAVSY3D,Term Loan,2022-02/15,169490371,2023-08-09,2023-08/09,17672.18,0
HFQYDNQ,SXIXVN2,Working Capital,2022/03/27,181399356,2023-09-18,2023-09/18,48241.18,74
RXR0BPT,WBAEWPH,Trade Financing,2022-03-14,560593778,2023/06/21,2023/03/09,294595.46,192
SK3ZO32,PWLPSMY,Term Loan,2022/03/14,327783025,2023/03-09,2023/03/09,26236.09,0
4SNXNLP,CBYNG5V,Trade Financing,2022/01-15,480523299,2023-07-09,2023/07-09,324568.1,274
ZKEL8E6,407EWYR,Working Capital,2022/03-28,99441566,2024/03-17,2024/03/17,24237.02,88
RZ0IZHA,3ET9F1A,Trade Financing,2022/02/15,213219728,2023-08-09,2023/08-09,5459.25,1
0ABR969,RPMETAE,Equipment Financing,2022-01/11,325478247,2022/07/19,2023/01/06,52144.01,77
VGU8JLW,HXANIHU,Equipment Financing,2022-02/09,174526521,2023/11/11,2024-01/30,3919.99,1
5P80CT0,QLK28F1,Equipment Financing,2022-02/12,322064654,2022/08/11,2022/08-11,107953.21,127
51CZUKB,PWQ5GEP,Working Capital,2022-01/05,249227209,2023-12/26,2023-12/26,12891.2,2
NG5AV6L,DQZ5Y8G,Trade Financing,2022/03-08,356016343,2024-02/26,2024-02/26,85175.82,47
QNWXQQN,5FJ1XZO,Term Loan,2022-01-21,312473725,2024/10/11,2024-01-11,39935.48,0
Q4ZB23K,9VAHL86,Business Line of Credit,2022/01-06,102240165,2022-07/05,2022/07/05,29846.14,83
4RQGVU6,Y2GJG8Z,Term Loan,2022/03/09,167795608,2023/12/02,2023-08/31,8487.73,18
YT0FFIU,KYK4THR,Business Line of Credit,2022-01/28,223379174,2024/01/18,2024-01-18,23227.81,35
MAQGOM7,03TD7G3,Trade Financing,2022/01-03,313058011,2022-07-02,2022/07-02,22818.81,12
50NO70Y,4HND5K6,Trade Financing,2022/02/24,151168343,2022-11-11,2022/08/23,22290.57,1
O056HF5,DP6M71Q,Working Capital,2022-03-08,373038665,2024/02/26,2024/02-26,18672.25,29
9JX7HVM,TCLF70Q,Equipment Financing,2022-01/21,417286742,2024-01-11,2024-01/11,31842.8,9
RIEQG8W,MHJDUQO,Term Loan,2022/03-16,461981334,2023/09/07,2023/09-07,295745.42,91
FA86ZYM,2H23VXS,Working Capital,2022/02-10,102964713,2023-02-05,2023-02-05,4854.41,3
6A9R03K,NWYGTLS,Working Capital,2022-02-10,187834806,2023/08/15,2024-01-31,2875.9,12
S769FE4,W2DC1WQ,Business Line of Credit,2022-02-03,318880127,2023/07/28,2023/07/28,31287.29,21
3B45XXR,X7JDZGT,Working Capital,2022-01-31,207213363,2022-09-01,2022/07/30,24839.38,5
OI7YQHB,5KP8R8U,Equipment Financing,2022-02/12,401845479,2023-08-06,2023/08/06,19038.05,23
LQVICV9,64PLC74,Term Loan,2022-03-28,406139653,2022-05-17,2022-09-24,202279.88,315
YIW2V1Q,36D45RZ,Working Capital,2022-01-18,375301115,2024/08/10,2024-01-08,20867.34,2
ZSBOT73,ESHQBLI,Equipment Financing,2022-01/04,187388292,2023-12/24,2023/06-28,12966.54,1
2WCZNSU,4JSAAFH,Term Loan,2022/03-08,294401513,2023/01/30,2023/03/03,7314.7,11
AQOM5TS,S883IEG,Working Capital,2022-03-31,396232512,2024/03/20,2024-03/20,144338.46,280
AAR94A9,JYKT77Y,Trade Financing,2022/03/07,135602588,2023/03-02,2023/03/02,6704.56,2
HAY679E,JZIJU40,Working Capital,2022-03-09,207170205,2026/06/22,2026/02-16,7889.3,0
99CA0C9,30EKGSQ,Business Line of Credit,2022/01/11,291300811,2024/01-01,2024-01/01,4516.81,10
BH6PWPG,LVA2GKL,Business Line of Credit,2022/03/24,353705756,2023-03/19,2023/03/19,33548.3,73
1JDOQ4U,5448RN5,Term Loan,2022-03/29,255555595,2024/07/11,2024/03/18,25045.12,24
I85UAMS,ZA7UPQH,Equipment Financing,2022-01/31,315298052,2024/01/21,2024/01/21,81413.04,55
PIPPDKX,PKNZ3G9,Term Loan,2022/02-10,347701881,2022/08/09,2022-08-09,8662.24,10
66CX49K,C8SGHGL,Working Capital,2022/01-28,138417786,2024/04/04,2024-01-18,7410.2,6
I7VC3MD,XQF68HJ,Equipment Financing,2022/01-29,415945539,2023/07-23,2023-07/23,13497.49,8
OB9X793,UDEFAZY,Trade Financing,2022/03-06,291456842,2025-01/09,2025-02/18,39585.15,10
4S490N9,VQWMNCQ,Equipment Financing,2022-02-27,554230533,2026-02-06,2026-02-06,240099.9,116
VVZX3QW,3VV6YIS,Term Loan,2022-03/13,205167531,2027-02-15,2027-02/15,37323.88,32
86MD308,KOEMJBR,Equipment Financing,2022/02-03,462471006,2024/03/23,2024-01/24,238773.9,267
P3EVPOW,LCPPDUD,Term Loan,2022-02/16,324797687,2023-02/11,2023-02-11,44398.39,5
1G12BKC,PXU088A,Equipment Financing,2022/03-23,196732725,2023/03-18,2023-03/18,11461.43,0
VS2QLLN,85JP8JB,Business Line of Credit,2022/01/15,178733549,2024-12-30,2024/12-30,9096.96,5
4QOUQN3,X4FAN5I,Equipment Financing,2022-02-22,333844167,2024/02/12,2024/02/12,42011.33,5
41X8CZN,LGLOBMH,Working Capital,2022/01-21,400998098,2022/07-20,2022-07-20,36890.53,14
S30TNLW,MQVW3FF,Working Capital,2022-02/21,360930490,2023-02-16,2023-02-16,37085.89,13
9FEX22B,01M9ORX,Working Capital,2022/03-11,312168302,2023/03-06,2023/03-06,164401.26,51
TMK61HT,S0MCR01,Equipment Financing,2022/01/06,411154225,2023/12-27,2023-12/27,13940.79,11
K2987ZM,7HWYPQ2,Equipment Financing,2022-02/28,365169057,2022/08/27,2022-08-27,273088.83,35
V4Y4R8U,U51SC3F,Working Capital,2022-02/15,406299004,2023/02/10,2023/02-10,290100.21,245
